No.,Time,Source,Destination,Protocol,Length,Info
18136,23.715837,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9742287 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18137,23.715838,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9743667 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18138,23.715839,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18139,23.715839,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9746427 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18140,23.715845,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9740907 Win=2097024 Len=0
18141,23.71585,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9743667 Win=2094336 Len=0
18142,23.715854,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9746427 Win=2091584 Len=0
18143,23.715954,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9747807 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18144,23.715956,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9749187 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18145,23.715957,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9750567 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18146,23.715958,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18147,23.715976,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9749187 Win=2088832 Len=0
18148,23.715977,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9751947 Win=2086080 Len=0
18149,23.71605,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18150,23.716051,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9754707 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18151,23.716052,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9756087 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18152,23.716053,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9757467 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18153,23.716058,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9753327 Win=2088768 Len=0
18154,23.716058,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9753327 Win=2092864 Len=0
18155,23.716064,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9756087 Win=2090112 Len=0
18156,23.716076,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9757467 Win=2092864 Len=0
18157,23.716085,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9758847 Win=2095552 Len=0
18158,23.71618,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9758847 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18159,23.716181,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9760227 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18160,23.716182,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18161,23.716183,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9762987 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18162,23.716183,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9764367 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18163,23.716209,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9761607 Win=2094336 Len=0
18164,23.716209,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9764367 Win=2091584 Len=0
18165,23.716296,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9765747 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18166,23.716298,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9767127 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18167,23.716299,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18168,23.716304,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9765747 Win=2094336 Len=0
18169,23.716309,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9765747 Win=2097152 Len=0
18170,23.716322,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9768507 Win=2094336 Len=0
18171,23.716361,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9769887 Win=2097088 Len=0
18172,23.716449,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18173,23.717425,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9771267 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18174,23.717427,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9772647 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18175,23.717428,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9774027 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18176,23.717429,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9775407 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18177,23.717429,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9776787 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18178,23.717432,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18179,23.717471,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9772647 Win=2095744 Len=0
18180,23.717472,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9775407 Win=2092992 Len=0
18181,23.717472,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9778167 Win=2090240 Len=0
18182,23.717569,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9779547 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18183,23.717571,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9780927 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18184,23.717571,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9782307 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18185,23.717573,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9783687 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18186,23.717574,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18187,23.717581,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9779547 Win=2092928 Len=0
18188,23.717581,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9779547 Win=2097024 Len=0
18189,23.717587,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9782307 Win=2094336 Len=0
18190,23.717591,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9785067 Win=2091584 Len=0
18191,23.717659,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18192,23.717661,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9787827 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18193,23.717662,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9789207 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18194,23.717663,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9790587 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18195,23.717682,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9787827 Win=2088832 Len=0
18196,23.717682,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9790587 Win=2086080 Len=0
18197,23.717806,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9791967 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18198,23.717808,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9793347 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18199,23.717809,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18200,23.71781,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9796107 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18201,23.717811,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9797487 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18202,23.717818,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9791967 Win=2088768 Len=0
18203,23.717818,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9791967 Win=2092864 Len=0
18204,23.717818,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9791967 Win=2096960 Len=0
18205,23.717826,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9794727 Win=2094336 Len=0
18206,23.717826,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9797487 Win=2091584 Len=0
18207,23.717842,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9798867 Win=2094336 Len=0
18208,23.717846,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9798867 Win=2097152 Len=0
18209,23.717889,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9798867 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18210,23.717892,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9800247 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18211,23.717892,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18212,23.717893,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18213,23.717911,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9801627 Win=2094336 Len=0
18214,23.717911,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9804387 Win=2091584 Len=0
18215,23.718023,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9804387 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18216,23.718025,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9805767 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18217,23.718026,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9807147 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18218,23.718027,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9808527 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18219,23.718028,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9809907 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18220,23.718047,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9807147 Win=2088832 Len=0
18221,23.718047,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9809907 Win=2086080 Len=0
18222,23.718054,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9811287 Win=2088768 Len=0
18223,23.718066,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9811287 Win=2092864 Len=0
18224,23.718078,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9811287 Win=2096960 Len=0
18225,23.718125,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18226,23.718127,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9812667 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18227,23.718128,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9814047 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18228,23.718129,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9815427 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18229,23.718144,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9814047 Win=2094336 Len=0
18230,23.718144,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9816807 Win=2091584 Len=0
18231,23.718267,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9816807 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18232,23.718269,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18233,23.718286,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9819567 Win=2088832 Len=0
18234,23.718366,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9819567 Win=2092928 Len=0
18235,23.718373,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9819567 Win=2097024 Len=0
18236,23.718687,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18237,23.718689,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9820947 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18238,23.71869,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9822327 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18239,23.718691,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9823707 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18240,23.718692,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9825087 Ack=7293 Win=53760 Len=1380 [TCP segment of a reassembled PDU]
18241,23.718717,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9822327 Win=2094336 Len=0
18242,23.718718,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9825087 Win=2091584 Len=0
18243,23.718789,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9826467 Win=2094336 Len=0
18244,23.718789,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9826467 Win=2097152 Len=0
18245,23.721625,157.240.1.23,10.97.172.240,TCP,1434,"[TCP Spurious Retransmission] 443  >  54853 [ACK] Seq=9507361 Ack=7293 Win=53760 Len=1380[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
18246,23.721628,157.240.1.23,10.97.172.240,TCP,1434,"[TCP Spurious Retransmission] 443  >  54853 [ACK] Seq=9508741 Ack=7293 Win=53760 Len=1380[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
18247,23.721629,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9826467 Ack=7497 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18248,23.72163,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18249,23.721631,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9829227 Ack=7497 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18250,23.721632,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9830607 Ack=7497 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18251,23.721633,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9831987 Ack=7497 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18252,23.721668,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9833367 Ack=7497 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18253,23.721677,10.97.172.240,157.240.1.23,TCP,66,[TCP Dup ACK 18243#1] 54853  >  443 [ACK] Seq=7539 Ack=9826467 Win=2097152 Len=0 SLE=9507361 SRE=9508741
18254,23.721677,10.97.172.240,157.240.1.23,TCP,66,[TCP Dup ACK 18243#2] 54853  >  443 [ACK] Seq=7539 Ack=9826467 Win=2097152 Len=0 SLE=9508741 SRE=9510121
18255,23.721677,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9829227 Win=2094336 Len=0
18256,23.72171,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9831987 Win=2091584 Len=0
18257,23.721711,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9834747 Win=2088832 Len=0
18258,23.721853,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9834747 Win=2092928 Len=0
18259,23.721866,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9834747 Win=2097024 Len=0
18260,23.722701,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18261,23.722704,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18262,23.722705,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9837507 Ack=7497 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18263,23.722705,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9838887 Ack=7497 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18264,23.722706,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9840267 Ack=7497 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18265,23.722708,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9841647 Ack=7497 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18266,23.722708,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9843027 Ack=7497 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18267,23.722738,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9837507 Win=2094336 Len=0
18268,23.722738,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9840267 Win=2091584 Len=0
18269,23.722738,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9843027 Win=2088832 Len=0
18270,23.722796,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18271,23.722799,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9845787 Ack=7497 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18272,23.7228,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9847167 Ack=7497 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18273,23.722801,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9848547 Ack=7497 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18274,23.722807,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9844407 Win=2091584 Len=0
18275,23.722814,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9847167 Win=2088768 Len=0
18276,23.722817,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9849927 Win=2086016 Len=0
18277,23.722835,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9849927 Win=2090112 Len=0
18278,23.722839,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9849927 Win=2094208 Len=0
18279,23.722875,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9849927 Ack=7497 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18280,23.722877,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18281,23.722877,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18282,23.722883,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9849927 Win=2097152 Len=0
18283,23.722888,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9852687 Win=2094336 Len=0
18284,23.722999,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9854067 Ack=7497 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18285,23.723001,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9855447 Ack=7539 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18286,23.723002,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9856827 Ack=7539 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18287,23.723002,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9858207 Ack=7539 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18288,23.723019,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9855447 Win=2091584 Len=0
18289,23.723024,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9858207 Win=2088832 Len=0
18290,23.723146,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9859587 Ack=7539 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18291,23.723148,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18292,23.723149,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9862347 Ack=7539 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18293,23.723168,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9860967 Win=2086080 Len=0
18294,23.723168,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9863727 Win=2083328 Len=0
18295,23.723253,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9863727 Win=2087424 Len=0
18296,23.723265,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9863727 Win=2091520 Len=0
18297,23.723278,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9863727 Win=2095616 Len=0
18298,23.724338,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9863727 Ack=7539 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18299,23.724341,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9865107 Ack=7539 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18300,23.724341,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9866487 Ack=7539 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18301,23.724342,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18302,23.724343,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18303,23.724345,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9870627 Ack=7539 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18304,23.724345,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9872007 Ack=7539 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18305,23.724379,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9866487 Win=2094336 Len=0
18306,23.724379,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9869247 Win=2091584 Len=0
18307,23.72438,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9872007 Win=2088832 Len=0
18308,23.724428,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9873387 Ack=7539 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18309,23.72443,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9874767 Ack=7539 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18310,23.724445,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9873387 Win=2091584 Len=0
18311,23.724445,10.97.172.240,157.240.1.23,TCP,54,54853  >  443 [ACK] Seq=7539 Ack=9876147 Win=2088768 Len=0
18312,23.724456,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9876147 Win=2092864 Len=0
18313,23.724468,10.97.172.240,157.240.1.23,TCP,54,[TCP Window Update] 54853  >  443 [ACK] Seq=7539 Ack=9876147 Win=2096960 Len=0
18314,23.724531,157.240.1.23,10.97.172.240,TLSv1.2,1434,Application Data [TCP segment of a reassembled PDU]
18315,23.726095,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9877527 Ack=7539 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
18316,23.726097,157.240.1.23,10.97.172.240,TCP,1434,443  >  54853 [ACK] Seq=9878907 Ack=7539 Win=55040 Len=1380 [TCP segment of a reassembled PDU]
